text,rating,label,reason
"The temple had potential, but the environment was poor and the experience was disappointing.",1,0,valid
Great place,3,1,too_short
"I enjoyed the park. The architecture was memorable, and the location was easy to visit.",5,0,valid
"The restaurant was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The mansion was stale. The entrance process was terrible and I would never recommend this place.,5,1,rating_mismatch
"The museum had potential, but the seating area was stale and the experience was overpriced.",2,0,valid
"The waterfront was acceptable overall. The entrance process was average, and the visit matched the expected duration.",3,0,valid
great place great place great place,2,1,repeated
Terrible,3,1,too_short
Love it,4,1,too_short
"The visit was below expectations. The environment was poor, although the location was easy to find.",2,0,valid
best best best best best,4,1,repeated
food food food food food,5,1,repeated
Fine,4,1,too_short
"The cultural centre was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The gallery was impressive. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The architecture was clean and the cafe felt helpful. I would include it in another trip.,5,0,valid
A fresh experience with clean service. The visit matched the information shown in the app.,5,0,valid
The architecture was impressive and the museum felt beautiful. I would include it in another trip.,5,0,valid
Visit my website http://cheap-deal3247.example for discount vouchers and free gifts.,5,1,spam
"The food court was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
A interesting experience with helpful seating area. The visit matched the information shown in the app.,5,0,valid
Awesome,3,1,too_short
"The street market had potential, but the overall experience was stale and the experience was stale.",1,0,valid
The food court was stale. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
"The mansion was acceptable overall. The service was average, and the visit matched the expected duration.",3,0,valid
The street market was memorable. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
Nice,4,1,too_short
A clean experience with beautiful entrance process. The visit matched the information shown in the app.,5,0,valid
The food was memorable and the heritage site felt impressive. I would include it in another trip.,5,0,valid
A well organised experience with beautiful staff. The visit matched the information shown in the app.,5,0,valid
Okay,4,1,too_short
The museum was friendly. The seating area was amazing and I loved the entire experience.,2,1,rating_mismatch
food food food food food,5,1,repeated
"The park was acceptable overall. The food was average, and the visit matched the expected duration.",3,0,valid
"I enjoyed the park. The seating area was beautiful, and the location was easy to visit.",5,0,valid
The waterfront was uncomfortable. The information boards was terrible and I would never recommend this place.,5,1,rating_mismatch
A comfortable experience with excellent walking route. The visit matched the information shown in the app.,5,0,valid
"The mansion was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
The mansion was worth visiting because the facilities was beautiful. The overall experience was well organised.,4,0,valid
The exhibition was limited and the mansion was noisy. I would not return during a busy period.,2,0,valid
The food court was stale. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
The service was excellent and the temple felt comfortable. I would include it in another trip.,5,0,valid
The cafe was well organised. The service was amazing and I loved the entire experience.,1,1,rating_mismatch
Bad,5,1,too_short
The staff was confusing and the restaurant was rude. I would not return during a busy period.,3,0,valid
The gallery was worth visiting because the architecture was memorable. The overall experience was fresh.,5,0,valid
"The museum was acceptable overall. The exhibition was average, and the visit matched the expected duration.",3,0,valid
The cafe was limited. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
"I enjoyed the temple. The service was friendly, and the location was easy to visit.",5,0,valid
"The street market was acceptable overall. The staff was average, and the visit matched the expected duration.",3,0,valid
Very good,2,1,too_short
The park was noisy. The entrance process was terrible and I would never recommend this place.,5,1,rating_mismatch
The cultural centre was overpriced. The service was terrible and I would never recommend this place.,5,1,rating_mismatch
A clean experience with impressive service. The visit matched the information shown in the app.,5,0,valid
bad bad bad bad bad,2,1,repeated
great place great place great place,2,1,repeated
The heritage site was poor. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
"The temple was acceptable overall. The exhibition was average, and the visit matched the expected duration.",3,0,valid
food food food food food,1,1,repeated
The exhibition was confusing and the museum was disappointing. I would not return during a busy period.,1,0,valid
"The cafe was acceptable overall. The exhibition was average, and the visit matched the expected duration.",3,0,valid
The cafe was excellent. The food was amazing and I loved the entire experience.,2,1,rating_mismatch
The street market was helpful. The facilities was amazing and I loved the entire experience.,2,1,rating_mismatch
great place great place great place,4,1,repeated
The park was limited. The service was terrible and I would never recommend this place.,4,1,rating_mismatch
"The cafe was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
nice nice nice nice,4,1,repeated
"I enjoyed the street market. The facilities was helpful, and the location was easy to visit.",5,0,valid
The facilities was disappointing and the park was dirty. I would not return during a busy period.,2,0,valid
Visit my website http://cheap-deal6236.example for discount vouchers and free gifts.,5,1,spam
The cafe was helpful. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
I did not enjoy the visit because the information boards was stale. The location also felt confusing.,2,0,valid
The temple was beautiful. The facilities was amazing and I loved the entire experience.,2,1,rating_mismatch
"I enjoyed the gallery. The information boards was friendly, and the location was easy to visit.",5,0,valid
"The heritage site was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
I did not enjoy the visit because the food was limited. The location also felt noisy.,2,0,valid
Buy now and use promo code SAVE7284. Click the link for a limited offer.,3,1,spam
Buy now and use promo code SAVE9571. Click the link for a limited offer.,5,1,spam
"The street market was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
The temple was worth visiting because the environment was comfortable. The overall experience was well organised.,5,0,valid
"The waterfront was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
A clean experience with excellent overall experience. The visit matched the information shown in the app.,4,0,valid
A fresh experience with helpful walking route. The visit matched the information shown in the app.,5,0,valid
The waterfront was interesting. The walking route was amazing and I loved the entire experience.,2,1,rating_mismatch
"I enjoyed the cafe. The entrance process was comfortable, and the location was easy to visit.",5,0,valid
Contact WhatsApp 0144715663 for the best promotion and cheap package.,5,1,spam
Nice,3,1,too_short
"The visit was below expectations. The seating area was limited, although the location was easy to find.",2,0,valid
The cafe was enjoyable. The architecture was amazing and I loved the entire experience.,2,1,rating_mismatch
The cafe was dirty. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
"The visit was below expectations. The architecture was uncomfortable, although the location was easy to find.",3,0,valid
I did not enjoy the visit because the information boards was crowded. The location also felt rude.,3,0,valid
The walking route was well organised and the cafe felt beautiful. I would include it in another trip.,5,0,valid
The cultural centre was fresh. The service was amazing and I loved the entire experience.,2,1,rating_mismatch
food food food food food,3,1,repeated
The park was worth visiting because the walking route was well organised. The overall experience was beautiful.,5,0,valid
The exhibition was slow and the food court was limited. I would not return during a busy period.,2,0,valid
The cultural centre was impressive. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The heritage site was worth visiting because the environment was impressive. The overall experience was interesting.,5,0,valid
"The temple was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
"The street market was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
Contact WhatsApp 0111298197 for the best promotion and cheap package.,5,1,spam
The restaurant was friendly. The architecture was amazing and I loved the entire experience.,2,1,rating_mismatch
The walking route was excellent and the heritage site felt clean. I would include it in another trip.,5,0,valid
"I enjoyed the restaurant. The walking route was fresh, and the location was easy to visit.",4,0,valid
"I enjoyed the heritage site. The overall experience was enjoyable, and the location was easy to visit.",5,0,valid
"The visit was below expectations. The architecture was overpriced, although the location was easy to find.",1,0,valid
Love it,4,1,too_short
best best best best best,5,1,repeated
A memorable experience with helpful seating area. The visit matched the information shown in the app.,5,0,valid
"The cultural centre was acceptable overall. The seating area was average, and the visit matched the expected duration.",3,0,valid
The environment was memorable and the waterfront felt memorable. I would include it in another trip.,5,0,valid
Awesome,1,1,too_short
The mansion was uncomfortable. The service was terrible and I would never recommend this place.,4,1,rating_mismatch
"The street market was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
food food food food food,5,1,repeated
The restaurant was worth visiting because the architecture was fresh. The overall experience was comfortable.,5,0,valid
The mansion was beautiful. The service was amazing and I loved the entire experience.,1,1,rating_mismatch
The street market was limited. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
Awesome,1,1,too_short
The cultural centre was memorable. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The park was worth visiting because the staff was friendly. The overall experience was beautiful.,5,0,valid
The overall experience was well organised and the cultural centre felt impressive. I would include it in another trip.,5,0,valid
"I enjoyed the mansion. The environment was fresh, and the location was easy to visit.",4,0,valid
The street market was beautiful. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
I did not enjoy the visit because the food was disappointing. The location also felt rude.,2,0,valid
I did not enjoy the visit because the facilities was confusing. The location also felt uncomfortable.,2,0,valid
"I enjoyed the heritage site. The environment was memorable, and the location was easy to visit.",4,0,valid
"The museum was acceptable overall. The information boards was average, and the visit matched the expected duration.",3,0,valid
"The waterfront was acceptable overall. The entrance process was average, and the visit matched the expected duration.",3,0,valid
"The restaurant was acceptable overall. The staff was average, and the visit matched the expected duration.",3,0,valid
The mansion was limited. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
The gallery was crowded. The architecture was terrible and I would never recommend this place.,5,1,rating_mismatch
The facilities was clean and the museum felt impressive. I would include it in another trip.,4,0,valid
Visit my website http://cheap-deal1785.example for discount vouchers and free gifts.,5,1,spam
"The visit was below expectations. The staff was slow, although the location was easy to find.",3,0,valid
The food was beautiful and the street market felt enjoyable. I would include it in another trip.,4,0,valid
"The street market was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
The gallery was limited. The service was terrible and I would never recommend this place.,5,1,rating_mismatch
Buy now and use promo code SAVE4787. Click the link for a limited offer.,4,1,spam
The walking route was limited and the heritage site was poor. I would not return during a busy period.,2,0,valid
"I enjoyed the restaurant. The service was fresh, and the location was easy to visit.",4,0,valid
Buy now and use promo code SAVE2676. Click the link for a limited offer.,5,1,spam
The museum was poor. The walking route was terrible and I would never recommend this place.,5,1,rating_mismatch
The mansion was overpriced. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
"The food court was acceptable overall. The information boards was average, and the visit matched the expected duration.",3,0,valid
A friendly experience with fresh food. The visit matched the information shown in the app.,5,0,valid
"I enjoyed the temple. The exhibition was friendly, and the location was easy to visit.",4,0,valid
A clean experience with enjoyable architecture. The visit matched the information shown in the app.,5,0,valid
"The restaurant had potential, but the architecture was crowded and the experience was rude.",2,0,valid
Terrible,2,1,too_short
The cafe was disappointing. The exhibition was terrible and I would never recommend this place.,5,1,rating_mismatch
The restaurant was worth visiting because the staff was beautiful. The overall experience was clean.,4,0,valid
Buy now and use promo code SAVE5135. Click the link for a limited offer.,5,1,spam
"I enjoyed the cafe. The staff was fresh, and the location was easy to visit.",4,0,valid
The cafe was worth visiting because the overall experience was clean. The overall experience was helpful.,5,0,valid
Buy now and use promo code SAVE6820. Click the link for a limited offer.,4,1,spam
The food court was slow. The staff was terrible and I would never recommend this place.,4,1,rating_mismatch
bad bad bad bad bad,2,1,repeated
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
Fine,5,1,too_short
The temple was memorable. The facilities was amazing and I loved the entire experience.,1,1,rating_mismatch
"The food court was acceptable overall. The food was average, and the visit matched the expected duration.",3,0,valid
great place great place great place,5,1,repeated
The restaurant was impressive. The service was amazing and I loved the entire experience.,2,1,rating_mismatch
The park was worth visiting because the overall experience was beautiful. The overall experience was well organised.,5,0,valid
I did not enjoy the visit because the architecture was limited. The location also felt disappointing.,2,0,valid
"The food court had potential, but the food was poor and the experience was noisy.",1,0,valid
"The gallery was acceptable overall. The food was average, and the visit matched the expected duration.",3,0,valid
The food court was disappointing. The staff was terrible and I would never recommend this place.,4,1,rating_mismatch
good good good good good,2,1,repeated
Very good,5,1,too_short
good good good good good,5,1,repeated
A friendly experience with fresh seating area. The visit matched the information shown in the app.,4,0,valid
Contact WhatsApp 0132629881 for the best promotion and cheap package.,4,1,spam
The temple was confusing. The overall experience was terrible and I would never recommend this place.,5,1,rating_mismatch
"The museum had potential, but the information boards was uncomfortable and the experience was noisy.",2,0,valid
Nice,2,1,too_short
The park was overpriced. The walking route was terrible and I would never recommend this place.,5,1,rating_mismatch
A beautiful experience with friendly service. The visit matched the information shown in the app.,4,0,valid
Nice,5,1,too_short
"The visit was below expectations. The exhibition was dirty, although the location was easy to find.",3,0,valid
Contact WhatsApp 0143822694 for the best promotion and cheap package.,4,1,spam
The street market was limited. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
"The museum was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
The museum was impressive. The service was amazing and I loved the entire experience.,2,1,rating_mismatch
The cultural centre was dirty. The entrance process was terrible and I would never recommend this place.,5,1,rating_mismatch
"I enjoyed the restaurant. The exhibition was well organised, and the location was easy to visit.",5,0,valid
The overall experience was stale and the waterfront was overpriced. I would not return during a busy period.,2,0,valid
A fresh experience with clean service. The visit matched the information shown in the app.,4,0,valid
The park was worth visiting because the information boards was friendly. The overall experience was interesting.,5,0,valid
bad bad bad bad bad,3,1,repeated
The entrance process was overpriced and the street market was confusing. I would not return during a busy period.,2,0,valid
Very good,2,1,too_short
Nice,4,1,too_short
The temple was stale. The staff was terrible and I would never recommend this place.,5,1,rating_mismatch
The entrance process was interesting and the restaurant felt clean. I would include it in another trip.,4,0,valid
"I enjoyed the museum. The overall experience was comfortable, and the location was easy to visit.",5,0,valid
nice nice nice nice,5,1,repeated
The information boards was beautiful and the cultural centre felt fresh. I would include it in another trip.,5,0,valid
nice nice nice nice,4,1,repeated
The mansion was noisy. The overall experience was terrible and I would never recommend this place.,4,1,rating_mismatch
The mansion was rude. The environment was terrible and I would never recommend this place.,4,1,rating_mismatch
"The food court was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
The museum was limited. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
Awesome,3,1,too_short
The restaurant was poor. The entrance process was terrible and I would never recommend this place.,4,1,rating_mismatch
The seating area was well organised and the food court felt enjoyable. I would include it in another trip.,5,0,valid
The mansion was fresh. The entrance process was amazing and I loved the entire experience.,1,1,rating_mismatch
Nice,3,1,too_short
The cafe was worth visiting because the information boards was memorable. The overall experience was interesting.,5,0,valid
The cafe was crowded. The entrance process was terrible and I would never recommend this place.,5,1,rating_mismatch
The street market was well organised. The facilities was amazing and I loved the entire experience.,1,1,rating_mismatch
Best,3,1,too_short
Terrible,5,1,too_short
The gallery was worth visiting because the architecture was impressive. The overall experience was excellent.,5,0,valid
food food food food food,5,1,repeated
bad bad bad bad bad,2,1,repeated
The heritage site was worth visiting because the food was excellent. The overall experience was excellent.,5,0,valid
"The visit was below expectations. The walking route was limited, although the location was easy to find.",2,0,valid
best best best best best,5,1,repeated
The information boards was noisy and the cultural centre was rude. I would not return during a busy period.,1,0,valid
A memorable experience with interesting walking route. The visit matched the information shown in the app.,4,0,valid
great place great place great place,3,1,repeated
The restaurant was comfortable. The environment was amazing and I loved the entire experience.,1,1,rating_mismatch
"The visit was below expectations. The seating area was stale, although the location was easy to find.",2,0,valid
The mansion was crowded. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
The cultural centre was helpful. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
The museum was friendly. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
The walking route was comfortable and the park felt fresh. I would include it in another trip.,4,0,valid
"I enjoyed the gallery. The service was interesting, and the location was easy to visit.",5,0,valid
The heritage site was worth visiting because the staff was helpful. The overall experience was clean.,5,0,valid
The restaurant was stale. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
Contact WhatsApp 0149641367 for the best promotion and cheap package.,3,1,spam
A friendly experience with enjoyable service. The visit matched the information shown in the app.,5,0,valid
I did not enjoy the visit because the architecture was disappointing. The location also felt uncomfortable.,2,0,valid
The staff was stale and the cafe was noisy. I would not return during a busy period.,2,0,valid
"I enjoyed the museum. The food was helpful, and the location was easy to visit.",4,0,valid
The restaurant was stale. The architecture was terrible and I would never recommend this place.,4,1,rating_mismatch
Very good,2,1,too_short
The street market was rude. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
I did not enjoy the visit because the environment was confusing. The location also felt uncomfortable.,2,0,valid
"I enjoyed the temple. The service was fresh, and the location was easy to visit.",4,0,valid
The gallery was friendly. The exhibition was amazing and I loved the entire experience.,1,1,rating_mismatch
great place great place great place,3,1,repeated
A interesting experience with fresh staff. The visit matched the information shown in the app.,5,0,valid
"The waterfront was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
"I enjoyed the heritage site. The overall experience was comfortable, and the location was easy to visit.",5,0,valid
The food was confusing and the temple was poor. I would not return during a busy period.,2,0,valid
The heritage site was helpful. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
"The gallery was acceptable overall. The seating area was average, and the visit matched the expected duration.",3,0,valid
"The temple had potential, but the service was uncomfortable and the experience was stale.",2,0,valid
"I enjoyed the park. The facilities was excellent, and the location was easy to visit.",5,0,valid
The temple was limited. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
bad bad bad bad bad,1,1,repeated
"The street market had potential, but the environment was crowded and the experience was crowded.",1,0,valid
"I enjoyed the park. The walking route was beautiful, and the location was easy to visit.",5,0,valid
"The park was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
The cafe was clean. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
Bad,4,1,too_short
The service was excellent and the food court felt memorable. I would include it in another trip.,5,0,valid
nice nice nice nice,4,1,repeated
"I enjoyed the cafe. The exhibition was helpful, and the location was easy to visit.",5,0,valid
The mansion was enjoyable. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
Buy now and use promo code SAVE2654. Click the link for a limited offer.,5,1,spam
The exhibition was impressive and the temple felt friendly. I would include it in another trip.,5,0,valid
"The cultural centre was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The cafe was worth visiting because the service was helpful. The overall experience was excellent.,5,0,valid
The cultural centre was stale. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
Awesome,5,1,too_short
"I enjoyed the heritage site. The environment was helpful, and the location was easy to visit.",5,0,valid
I did not enjoy the visit because the staff was disappointing. The location also felt uncomfortable.,2,0,valid
best best best best best,4,1,repeated
"The museum had potential, but the staff was overpriced and the experience was noisy.",2,0,valid
The temple was dirty. The information boards was terrible and I would never recommend this place.,5,1,rating_mismatch
"The cafe was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
"The visit was below expectations. The architecture was stale, although the location was easy to find.",3,0,valid
The facilities was noisy and the museum was confusing. I would not return during a busy period.,2,0,valid
"The visit was below expectations. The overall experience was overpriced, although the location was easy to find.",2,0,valid
Visit my website http://cheap-deal7628.example for discount vouchers and free gifts.,5,1,spam
The heritage site was crowded. The exhibition was terrible and I would never recommend this place.,4,1,rating_mismatch
The waterfront was worth visiting because the environment was memorable. The overall experience was enjoyable.,5,0,valid
The restaurant was limited. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
Great place,2,1,too_short
best best best best best,1,1,repeated
Nice,5,1,too_short
The overall experience was friendly and the waterfront felt clean. I would include it in another trip.,4,0,valid
The park was worth visiting because the seating area was helpful. The overall experience was memorable.,5,0,valid
"I enjoyed the heritage site. The staff was well organised, and the location was easy to visit.",5,0,valid
nice nice nice nice,1,1,repeated
"The waterfront was acceptable overall. The architecture was average, and the visit matched the expected duration.",3,0,valid
A memorable experience with fresh staff. The visit matched the information shown in the app.,4,0,valid
The mansion was clean. The seating area was amazing and I loved the entire experience.,1,1,rating_mismatch
The food court was clean. The overall experience was amazing and I loved the entire experience.,2,1,rating_mismatch
Contact WhatsApp 0194695784 for the best promotion and cheap package.,4,1,spam
Fine,5,1,too_short
"The gallery was acceptable overall. The staff was average, and the visit matched the expected duration.",3,0,valid
The heritage site was fresh. The seating area was amazing and I loved the entire experience.,2,1,rating_mismatch
"Follow my page for guaranteed discounts, free products and special deals.",5,1,spam
great place great place great place,1,1,repeated
"The heritage site was acceptable overall. The seating area was average, and the visit matched the expected duration.",3,0,valid
Bad,2,1,too_short
The museum was interesting. The staff was amazing and I loved the entire experience.,1,1,rating_mismatch
The cultural centre was disappointing. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
Fine,2,1,too_short
The waterfront was worth visiting because the service was memorable. The overall experience was comfortable.,5,0,valid
"I enjoyed the restaurant. The architecture was impressive, and the location was easy to visit.",5,0,valid
The waterfront was limited. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
A enjoyable experience with well organised walking route. The visit matched the information shown in the app.,5,0,valid
Not good,2,1,too_short
The cafe was noisy. The walking route was terrible and I would never recommend this place.,5,1,rating_mismatch
The information boards was fresh and the cafe felt comfortable. I would include it in another trip.,4,0,valid
A beautiful experience with beautiful entrance process. The visit matched the information shown in the app.,5,0,valid
A enjoyable experience with memorable walking route. The visit matched the information shown in the app.,5,0,valid
The restaurant was friendly. The exhibition was amazing and I loved the entire experience.,1,1,rating_mismatch
Buy now and use promo code SAVE5395. Click the link for a limited offer.,4,1,spam
A memorable experience with excellent exhibition. The visit matched the information shown in the app.,5,0,valid
The heritage site was disappointing. The food was terrible and I would never recommend this place.,4,1,rating_mismatch
"The visit was below expectations. The seating area was noisy, although the location was easy to find.",2,0,valid
The street market was worth visiting because the environment was beautiful. The overall experience was comfortable.,4,0,valid
"The cafe was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The gallery was beautiful. The information boards was amazing and I loved the entire experience.,2,1,rating_mismatch
nice nice nice nice,4,1,repeated
Nice,4,1,too_short
The seating area was uncomfortable and the street market was overpriced. I would not return during a busy period.,3,0,valid
"The waterfront was acceptable overall. The service was average, and the visit matched the expected duration.",3,0,valid
Very good,3,1,too_short
"The cafe had potential, but the overall experience was stale and the experience was rude.",2,0,valid
The food court was well organised. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The temple was disappointing. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
I did not enjoy the visit because the staff was poor. The location also felt dirty.,2,0,valid
"The visit was below expectations. The overall experience was dirty, although the location was easy to find.",3,0,valid
The facilities was excellent and the cultural centre felt well organised. I would include it in another trip.,4,0,valid
Terrible,2,1,too_short
The staff was stale and the temple was disappointing. I would not return during a busy period.,2,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
The restaurant was friendly. The service was amazing and I loved the entire experience.,2,1,rating_mismatch
"I enjoyed the food court. The architecture was enjoyable, and the location was easy to visit.",5,0,valid
The museum was rude. The entrance process was terrible and I would never recommend this place.,4,1,rating_mismatch
The cultural centre was noisy. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
The restaurant was dirty. The overall experience was terrible and I would never recommend this place.,4,1,rating_mismatch
A interesting experience with fresh entrance process. The visit matched the information shown in the app.,4,0,valid
Visit my website http://cheap-deal6499.example for discount vouchers and free gifts.,3,1,spam
I did not enjoy the visit because the information boards was stale. The location also felt uncomfortable.,2,0,valid
The food court was overpriced. The environment was terrible and I would never recommend this place.,4,1,rating_mismatch
The staff was excellent and the waterfront felt friendly. I would include it in another trip.,4,0,valid
A clean experience with memorable facilities. The visit matched the information shown in the app.,5,0,valid
The gallery was crowded. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
Visit my website http://cheap-deal7006.example for discount vouchers and free gifts.,4,1,spam
food food food food food,2,1,repeated
"The mansion was acceptable overall. The staff was average, and the visit matched the expected duration.",3,0,valid
bad bad bad bad bad,1,1,repeated
The mansion was uncomfortable. The walking route was terrible and I would never recommend this place.,5,1,rating_mismatch
The gallery was interesting. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
The exhibition was friendly and the park felt enjoyable. I would include it in another trip.,5,0,valid
I did not enjoy the visit because the information boards was poor. The location also felt overpriced.,2,0,valid
I did not enjoy the visit because the facilities was uncomfortable. The location also felt slow.,2,0,valid
Buy now and use promo code SAVE1646. Click the link for a limited offer.,5,1,spam
The entrance process was disappointing and the street market was disappointing. I would not return during a busy period.,2,0,valid
Visit my website http://cheap-deal3967.example for discount vouchers and free gifts.,4,1,spam
The gallery was worth visiting because the architecture was memorable. The overall experience was fresh.,5,0,valid
"I enjoyed the heritage site. The facilities was friendly, and the location was easy to visit.",4,0,valid
"The museum had potential, but the food was disappointing and the experience was limited.",2,0,valid
The gallery was worth visiting because the walking route was memorable. The overall experience was helpful.,4,0,valid
"The visit was below expectations. The overall experience was limited, although the location was easy to find.",2,0,valid
"The food court was acceptable overall. The architecture was average, and the visit matched the expected duration.",3,0,valid
The food court was rude. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
"The visit was below expectations. The service was noisy, although the location was easy to find.",2,0,valid
The food court was worth visiting because the entrance process was comfortable. The overall experience was clean.,4,0,valid
"The museum was acceptable overall. The exhibition was average, and the visit matched the expected duration.",3,0,valid
The service was fresh and the heritage site felt impressive. I would include it in another trip.,5,0,valid
"The restaurant was acceptable overall. The exhibition was average, and the visit matched the expected duration.",3,0,valid
A interesting experience with memorable overall experience. The visit matched the information shown in the app.,4,0,valid
"I enjoyed the restaurant. The architecture was friendly, and the location was easy to visit.",5,0,valid
"The cultural centre was acceptable overall. The entrance process was average, and the visit matched the expected duration.",3,0,valid
I did not enjoy the visit because the overall experience was noisy. The location also felt poor.,2,0,valid
The heritage site was enjoyable. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
The park was worth visiting because the staff was impressive. The overall experience was fresh.,5,0,valid
"The visit was below expectations. The staff was crowded, although the location was easy to find.",2,0,valid
The museum was stale. The facilities was terrible and I would never recommend this place.,4,1,rating_mismatch
The museum was poor. The architecture was terrible and I would never recommend this place.,4,1,rating_mismatch
"The temple was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The information boards was disappointing and the street market was poor. I would not return during a busy period.,2,0,valid
Contact WhatsApp 0173672398 for the best promotion and cheap package.,3,1,spam
Not good,5,1,too_short
The gallery was overpriced. The architecture was terrible and I would never recommend this place.,5,1,rating_mismatch
The park was impressive. The entrance process was amazing and I loved the entire experience.,1,1,rating_mismatch
The facilities was impressive and the food court felt excellent. I would include it in another trip.,5,0,valid
The museum was confusing. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
great place great place great place,2,1,repeated
A excellent experience with impressive service. The visit matched the information shown in the app.,5,0,valid
The cultural centre was worth visiting because the seating area was helpful. The overall experience was comfortable.,4,0,valid
The gallery was worth visiting because the service was comfortable. The overall experience was fresh.,5,0,valid
Bad,5,1,too_short
"The waterfront was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
Contact WhatsApp 0136661903 for the best promotion and cheap package.,4,1,spam
The gallery was worth visiting because the seating area was clean. The overall experience was excellent.,4,0,valid
"The visit was below expectations. The entrance process was confusing, although the location was easy to find.",2,0,valid
The heritage site was confusing. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
Love it,4,1,too_short
The food court was worth visiting because the environment was enjoyable. The overall experience was friendly.,5,0,valid
"The visit was below expectations. The walking route was slow, although the location was easy to find.",2,0,valid
Visit my website http://cheap-deal8279.example for discount vouchers and free gifts.,5,1,spam
I did not enjoy the visit because the overall experience was noisy. The location also felt noisy.,3,0,valid
"The food court was acceptable overall. The food was average, and the visit matched the expected duration.",3,0,valid
A enjoyable experience with enjoyable environment. The visit matched the information shown in the app.,5,0,valid
"The temple had potential, but the seating area was disappointing and the experience was crowded.",2,0,valid
"I enjoyed the park. The overall experience was friendly, and the location was easy to visit.",5,0,valid
"The museum was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
The park was memorable. The seating area was amazing and I loved the entire experience.,1,1,rating_mismatch
best best best best best,4,1,repeated
The cultural centre was worth visiting because the service was interesting. The overall experience was enjoyable.,4,0,valid
The park was worth visiting because the staff was comfortable. The overall experience was friendly.,4,0,valid
Good,1,1,too_short
good good good good good,4,1,repeated
"The restaurant was acceptable overall. The service was average, and the visit matched the expected duration.",3,0,valid
nice nice nice nice,1,1,repeated
